"Total Parent 
Response Rate %",Total Teacher Response Rate %,Total Student Response Rate %,Collaborative Teachers Score,Effective School Leadership Score,Rigorous Instruction Score,Strong Family-Community Ties Score,Trust Score,DBN,School Name
56.0,83.0,85.0,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,3.46,19K218,J.H.S. 218 JAMES P. SINNOTT
38.0,95.0,93.0,3.32,3.77,2.33,2.91,3.73,19K224,P.S. 224 HALE A. WOODRUFF
70.0,100.0,91.39488922825001,3.49,3.43,3.67,4.23,3.8,19K273,P.S. 273 WORTMAN
40.0,91.0,88.0,4.21,3.87,3.6,4.23,3.8,19K290,P.S. 290 JUAN MOREL CAMPOS
27.0,94.0,63.0,3.3,3.47,2.73,3.08,3.16,19K292,J.H.S. 292 MARGARET S. DOUGLAS
16.0,86.0,90.0,4.15,3.64,4.32,4.15,3.79,19K306,P.S. 306 ETHAN ALLEN
28.0,94.0,55.0,3.63,3.78,2.72,3.61,3.7,19K325,THE FRESH CREEK SCHOOL
64.0,96.0,91.0,3.97,4.43,3.7,2.96,4.16,19K328,P.S. 328 PHYLLIS WHEATLEY
18.0,95.0,76.0,4.05,3.72,3.57,4.2,4.05,19K345,P.S. 345 PATROLMAN ROBERT BOLDEN
39.0,68.0,84.0,3.74,3.7,2.84,3.79,3.89,19K346,P.S. 346 ABE STARK
38.0,97.0,96.0,2.97,3.48,3.48,3.49,2.99,19K364,I.S. 364 GATEWAY
71.0,95.0,92.0,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,4.05,19K404,ACADEMY FOR YOUNG WRITERS
78.0,80.0,94.0,2.1,2.5,2.01,3.31,2.87,19K409,EAST NEW YORK FAMILY ACADEMY
67.0,84.0,87.53914189230673,3.69,3.65,3.13,4.01,4.03,19K422,SPRING CREEK COMMUNITY SCHOOL
100.0,83.0,99.0,3.76,4.24,3.2,4.41,4.09,19K431,THOMAS JEFFERSON YABC
38.0,95.0,78.0,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,4.36,19K452,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL
69.0,92.0,89.0,2.79,2.97,2.81,3.43,3.32,19K501,FRANKLIN K. LANE CAMPUS YABC
42.0,96.0,86.0,3.38,3.7,2.79,3.83,3.49,19K502,FDNY - CAPTAIN VERNON A. RICHARD HIGH SCHOOL FOR FIRE AND LIFE SAFETY
52.0,72.0,96.0,4.2,3.28,4.17,3.38,3.45,19K504,HIGH SCHOOL FOR CIVIL RIGHTS
86.0,91.0,96.14585347688512,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,4.03,19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL
72.0,81.0,98.0,3.42,3.58,3.54,2.69,3.42,19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHOOL
100.0,86.0,100.68008940842677,4.61,4.19,4.69,4.49,4.47,19K557,BROOKLYN GARDENS ELEMENTARY SCHOOL
78.0,73.0,93.76456702625121,4.36,3.78,4.66,4.23,3.92,19K583,MULTICULTURAL HIGH SCHOOL
95.0,99.0,98.0,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,4.15,19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL
98.0,96.0,100.71229150902113,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,4.04,19K618,ACADEMY OF INNOVATIVE TECHNOLOGY
97.0,100.0,99.9886669430622,4.85,4.82,4.79,4.4,4.67,19K639,BROOKLYN LAB SCHOOL
97.0,100.0,98.25327127979592,4.93,4.81,4.22,4.66,4.8,19K654,VAN SICLEN COMMUNITY MIDDLE SCHOOL
100.0,86.0,98.96376691960666,4.63,4.46,3.95,4.4,4.51,19K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL
36.0,67.0,95.0,3.8,3.67,3.73,4.01,4.07,19K660,W. H. MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SCHOOL
100.0,100.0,101.82961827185179,4.65,4.19,4.0,4.06,3.93,19K661,VISTA ACADEMY
95.0,99.0,99.63978867371225,4.65,4.55,4.55,4.57,4.32,19K662,LIBERTY AVENUE MIDDLE SCHOOL
100.0,90.0,102.41866130509615,4.41,3.99,4.77,4.15,4.11,19K663,SCHOOL OF THE FUTURE BROOKLYN
86.0,81.0,94.90410518709712,3.31,3.75,2.97,3.64,3.7,19K677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE
57.0,79.0,100.0,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,4.15,19K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE
93.0,100.0,100.86767445626461,4.62,3.77,4.19,3.89,3.61,19K683,SCHOOL FOR CLASSICS HIGH SCHOOL
95.0,96.0,100.19389666724378,4.33,3.92,4.24,4.32,3.98,19K760,HIGHLAND PARK COMMUNITY SCHOOL
56.0,68.0,99.0,4.46,4.23,4.83,3.7,4.11,19K764,THE URBAN ASSEMBLY SCHOOL FOR COLLABORATIVE HEALTHCARE
68.0,78.0,90.91269078329769,2.43,3.25,2.94,3.25,2.95,20K030,P.S./I.S. 30 MARY WHITE OVINGTON
93.0,94.0,99.0,4.55,4.13,4.39,3.0,4.06,20K048,P.S. 048 MAPLETON
92.0,100.0,98.49977960861794,4.37,3.82,3.88,4.32,4.05,20K062,J.H.S. 062 DITMAS
85.0,96.0,94.78303302321252,3.93,4.18,3.67,3.84,4.39,20K069,P.S. 69 VINCENT D. GRIPPO SCHOOL
60.0,86.0,89.0,2.95,3.28,2.34,1.89,3.24,20K102,P.S. 102 THE BAYVIEW
55.0,100.0,95.0,3.12,3.28,3.52,2.0,3.55,20K104,P.S./I.S. 104 THE FORT HAMILTON SCHOOL
58.0,95.0,97.0,3.51,3.57,3.06,2.4,3.81,20K105,P.S. 105 THE BLYTHEBOURNE
78.0,76.0,97.0,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,3.93,20K112,P.S. 112 LEFFERTS PARK
84.0,77.0,96.132545814084,4.47,3.9,4.72,3.81,4.07,20K127,P.S. 127 MCKINLEY PARK
81.0,100.0,97.0,4.78,4.5,4.81,2.91,4.25,20K160,P.S. 160 WILLIAM T. SAMPSON
94.0,87.0,101.81688504744923,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,2.79,20K163,P.S. 163 BATH BEACH
100.0,97.0,100.41320853125512,4.69,4.81,4.6,4.66,4.63,20K164,P.S. 164 CAESAR RODNEY
8.0,60.0,70.0,3.54,3.56,3.4,2.94,3.67,20K170,RALPH A. FABRIZIO SCHOOL
22.0,92.0,88.0,4.21,4.18,4.01,3.31,3.96,20K176,P.S. 176 OVINGTON
26.0,85.0,84.0,3.71,4.2,3.93,2.15,3.29,20K179,P.S. 179 KENSINGTON
86.0,99.0,95.68290264718658,3.83,4.25,3.42,4.4,3.88,20K180,THE SEEALL ACADEMY
31.0,90.0,74.0,2.98,2.92,2.51,1.72,2.69,20K185,P.S. 185 WALTER KASSENBROCK
65.0,93.0,90.93312266550294,3.99,2.68,4.03,4.23,3.46,20K186,P.S. 186 DR. IRVING A GLADSTONE
57.0,96.0,95.0,4.24,4.04,4.16,3.16,4.23,20K187,THE CHRISTA MCAULIFFE SCHOOL\I.S. 187
87.0,100.0,96.7901755802589,4.67,3.95,4.02,4.57,4.01,20K192,P.S. 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE INQUIRY
38.0,100.0,6.0,4.02,2.81,4.7,3.98,3.53,20K200,P.S. 200 BENSON SCHOOL
100.0,100.0,102.8653168642635,4.73,4.56,4.89,4.23,4.14,20K201,J.H.S. 201 THE DYKER HEIGHTS
93.0,100.0,98.67284787482971,3.06,3.08,2.46,3.67,3.41,20K204,P.S. 204 VINCE LOMBARDI
67.0,100.0,92.37099533063454,2.84,2.65,2.93,3.89,2.68,20K205,P.S. 205 CLARION
74.0,100.0,100.0,4.76,4.59,4.61,4.32,4.47,20K220,J.H.S. 220 JOHN J. PERSHING
89.0,93.0,98.0,4.45,4.03,3.55,3.44,4.07,20K223,J.H.S. 223 THE MONTAUK
83.0,80.0,94.8393786420672,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,3.83,20K227,J.H.S. 227 EDWARD B. SHALLOW
83.0,93.0,94.0,4.72,4.23,4.81,2.93,4.14,20K229,P.S. 229 DYKER
47.0,100.0,96.0,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,4.57,20K247,P.S. 247 BROOKLYN
73.0,91.0,93.10755110780244,3.75,3.18,3.69,3.84,3.44,20K259,J.H.S. 259 WILLIAM MCKINLEY
100.0,77.0,99.09831460748057,4.73,4.69,4.35,4.32,4.52,20K264,P.S. 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS
92.0,96.0,94.0,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,4.02,20K310,THE SCHOOL FOR FUTURE LEADERS
63.0,77.0,87.22210814972951,2.69,3.64,3.16,3.33,3.75,20K445,NEW UTRECHT HIGH SCHOOL
68.0,59.0,89.12920351717838,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,3.42,20K485,HIGH SCHOOL OF TELECOMMUNICATION ARTS AND TECHNOLOGY
75.0,89.0,92.28710096680064,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,3.96,20K490,FORT HAMILTON HIGH SCHOOL
42.0,87.0,82.66977192719379,2.75,2.4,2.0,2.82,2.25,20K503,P.S. 503: THE SCHOOL OF DISCOVERY
56.0,75.0,89.19510150931154,3.19,2.34,4.42,4.23,2.88,20K505,FRANKLIN DELANO ROOSEVELT HIGH SCHOOL
100.0,100.0,100.0,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,3.86,20K506,P.S. 506: THE SCHOOL OF JOURNALISM & TECHNOLOGY
75.0,90.0,94.58251515425096,4.29,3.96,4.63,4.23,3.58,20K609,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE
81.0,91.0,94.43084800356951,3.25,3.51,3.26,3.93,3.66,20K682,THE ACADEMY OF TALENTED SCHOLARS
51.0,70.0,93.0,3.42,3.44,3.32,2.91,3.13,20K686,BROOKLYN SCHOOL OF INQUIRY
89.0,95.0,100.0,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,4.56,20K748,P.S. 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS
64.0,98.0,97.0,3.91,4.12,4.26,3.09,3.59,20K971,"SCHOOL OF MATH, SCIENCE, AND HEALTHY LIVING"
63.0,78.0,100.0,3.42,4.07,3.15,3.64,3.58,21K090,P.S. 90 EDNA COHEN SCHOOL
75.0,93.0,98.0,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,3.91,21K095,P.S. 095 THE GRAVESEND
100.0,95.0,101.06986269353897,4.8,4.82,4.94,4.4,4.66,21K096,I.S. 096 SETH LOW
50.0,96.0,91.0,3.78,3.32,3.3,2.35,2.93,21K097,P.S. 97 THE HIGHLAWN
24.0,67.0,93.0,3.06,3.13,3.11,3.47,3.17,21K098,I.S. 98 BAY ACADEMY
62.0,94.0,98.0,3.0,3.12,3.29,2.1,2.79,21K099,P.S. 099 ISAAC ASIMOV
77.0,88.0,93.06651617424633,3.23,3.26,2.5,3.64,3.05,21K100,P.S. 100 THE CONEY ISLAND SCHOOL
48.0,96.0,87.0,3.55,3.32,3.92,3.5,3.75,21K101,P.S. 101 THE VERRAZANO
34.0,88.0,85.0,3.35,3.51,3.24,3.13,3.99,21K121,P.S. 121 NELSON A. ROCKEFELLER
19.0,83.0,63.0,2.81,3.48,2.15,3.68,3.59,21K128,P.S. 128 BENSONHURST
14.0,96.0,85.0,4.15,3.62,3.98,2.87,3.4,21K153,P.S. 153 HOMECREST
34.0,62.0,5.0,4.57,4.75,4.16,3.99,4.52,21K177,P.S. 177 THE MARLBORO
34.0,98.0,88.0,4.72,4.59,4.78,4.08,4.03,21K188,P.S. 188 MICHAEL E. BERDY
15.0,66.0,84.0,4.27,3.76,3.11,2.65,3.62,21K199,P.S. 199 FREDERICK WACHTEL
37.0,76.0,69.0,3.45,3.72,3.12,2.1,3.41,21K209,P.S. 209 MARGARET MEAD
5.0,64.0,72.0,2.83,3.43,3.05,1.38,1.82,21K212,P.S. 212 LADY DEBORAH MOODY
51.0,100.0,85.0,4.81,4.43,4.4,4.05,4.29,21K215,P.S. 215 MORRIS H. WEISS
32.0,93.0,62.0,3.21,3.52,2.65,2.99,3.45,21K216,P.S. 216 ARTURO TOSCANINI
17.0,63.0,74.0,3.37,3.31,3.31,3.15,3.11,21K225,P.S. K225 - THE EILEEN E. ZAGLIN
79.0,100.0,97.0,3.86,3.78,3.99,2.7,3.83,21K226,P.S. 226 ALFRED DE B. MASON
96.0,98.0,99.28703562245074,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,4.38,21K228,I.S. 228 DAVID A. BOODY
29.0,90.0,95.0,3.84,4.03,4.2,4.08,4.18,21K238,P.S. 238 ANNE SULLIVAN
48.0,87.0,99.0,2.19,2.78,2.21,3.25,2.31,21K239,MARK TWAIN I.S. 239 FOR THE GIFTED & TALENTED
41.0,100.0,77.59581173727209,3.4,3.12,2.45,4.01,4.31,21K253,P.S. 253
100.0,79.0,101.1403408007533,4.86,4.4,4.93,3.98,4.38,21K281,I.S. 281 JOSEPH B CAVALLARO
47.0,66.0,81.74927587156193,2.74,2.85,2.7,3.98,2.93,21K288,P.S. 288 THE SHIRLEY TANYHILL
48.0,73.0,82.61184584154194,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,3.57,21K303,I.S. 303 HERBERT S. EISENBERG
81.0,84.0,94.3296905064311,3.3,3.64,3.15,3.93,3.39,21K329,P.S. 329 SURFSIDE
44.0,100.0,79.82888108844908,3.86,4.0,3.78,4.18,4.7,21K337,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE
89.0,64.0,98.29116111479183,4.13,2.87,4.56,4.23,3.53,21K344,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES
64.0,84.0,87.32399264352301,4.33,4.17,4.14,4.01,4.37,21K348,HIGH SCHOOL OF SPORTS MANAGEMENT
32.0,92.0,76.72599188973045,3.4,3.53,3.05,4.01,3.6,21K410,ABRAHAM LINCOLN HIGH SCHOOL
49.0,98.0,83.89418353456998,3.94,4.09,3.36,3.81,3.46,21K411,ABRAHAM LINCOLN YABC
69.0,96.0,98.0,3.91,3.87,3.83,3.72,3.47,21K468,KINGSBOROUGH EARLY COLLEGE SCHOOL
49.0,93.0,82.0,3.73,3.92,3.57,4.15,3.92,21K525,EDWARD R. MURROW HIGH SCHOOL
83.0,74.0,94.03268175319796,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,3.99,21K540,JOHN DEWEY HIGH SCHOOL
63.0,89.0,87.66823340696085,4.03,3.87,4.11,4.32,4.2,21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC
55.0,94.0,95.0,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,2.03,21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS
75.0,100.0,91.22389397307555,4.86,4.53,4.2,4.4,4.61,21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH SCHOOL
23.0,83.0,94.0,1.85,2.26,2.35,2.13,2.35,21K690,BROOKLYN STUDIO SECONDARY SCHOOL
45.0,81.0,81.3967569933906,3.0,3.15,2.34,3.76,2.87,22K014,J.H.S. 014 SHELL BANK
72.0,90.0,90.29259033285987,3.25,3.27,3.22,3.93,4.02,22K052,P.S. 052 SHEEPSHEAD BAY
66.0,74.0,89.13449653303135,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,3.54,22K078,J.H.S. 078 ROY H. MANN
97.0,100.0,102.00618349712639,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,3.49,22K109,P.S. 109
64.0,95.0,97.0,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,2.98,22K119,P.S. 119 AMERSFORT
67.0,80.0,91.21223763295521,3.73,3.67,4.65,4.23,3.66,22K134,P.S. K134
52.0,85.0,84.71570133209181,3.5,3.16,3.42,4.06,3.4,22K139,P.S. 139 ALEXINE A. FENTY
51.0,100.0,83.53006954739644,4.6,4.4,4.39,4.4,4.5,22K152,SCHOOL OF SCIENCE & TECHNOLOGY
56.0,92.0,82.49247379122312,3.09,3.63,2.2,3.84,4.05,22K193,P.S. 193 GIL HODGES
59.0,100.0,100.0,4.63,4.2,4.34,3.72,3.86,22K194,P.S. 194 RAOUL WALLENBERG
13.0,78.0,80.0,2.81,2.76,3.06,2.16,2.62,22K195,P.S. 195 MANHATTAN BEACH
15.0,95.0,91.0,2.79,3.3,2.8,4.21,3.58,22K197,P.S. 197 - THE KINGS HIGHWAY ACADEMY
21.0,57.0,72.0,3.26,3.32,3.09,2.2,3.34,22K198,P.S. 198 BROOKLYN
50.0,97.0,92.0,4.41,3.84,4.45,3.38,3.95,22K203,P.S. 203 FLOYD BENNETT SCHOOL
44.0,76.0,82.0,4.29,3.97,3.47,4.17,4.0,22K206,P.S. 206 JOSEPH F LAMB
20.0,100.0,92.0,4.0,3.9,3.28,4.14,4.76,22K207,P.S. 207 ELIZABETH G. LEARY
84.0,100.0,94.81840895971149,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,4.52,22K217,P.S. 217 COLONEL DAVID MARCUS SCHOOL
68.0,100.0,97.0,4.07,3.96,3.76,4.26,4.28,22K222,P.S. 222 KATHERINE R. SNYDER
25.0,84.0,97.0,2.96,3.16,3.35,3.33,2.85,22K234,J.H.S. 234 ARTHUR W. CUNNINGHAM
68.0,93.0,77.0,3.04,3.19,2.82,3.5,3.86,22K236,P.S. 236 MILL BASIN
74.0,100.0,90.43007672709523,3.3,3.56,2.73,4.1,4.0,22K240,ANDRIES HUDDE
65.0,100.0,93.0,3.24,3.47,3.66,3.84,4.03,22K245,P.S. 245
31.0,60.0,76.1496441043851,2.49,3.03,2.21,3.25,2.54,22K251,P.S. 251 PAERDEGAT
73.0,75.0,89.59177092359768,4.13,3.57,3.25,3.76,3.95,22K254,P.S. 254 DAG HAMMARSKJOLD
86.0,82.0,80.0,4.0,3.92,3.59,4.69,4.71,22K255,P.S. 255 BARBARA REING SCHOOL
12.0,59.0,97.0,3.27,3.37,3.49,3.42,3.25,22K277,P.S. 277 GERRITSEN BEACH
92.0,73.0,95.07142400850569,3.46,3.52,2.66,4.18,3.87,22K278,J.H.S. 278 MARINE PARK
34.0,81.0,78.00041544631887,2.93,3.37,2.78,4.1,2.91,22K312,P.S. 312 BERGEN BEACH
58.0,95.0,99.0,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,3.32,22K315,P.S. K315
85.0,100.0,94.51293093967546,3.63,3.4,3.2,4.61,4.16,22K326,P.S. 326
48.0,95.0,95.0,3.12,2.28,3.07,3.49,2.99,22K361,P.S. 361 EAST FLATBUSH EARLY CHILDHOOD SCHOOL
50.0,100.0,98.0,3.91,4.74,3.68,3.89,3.7,22K381,I. S. 381
45.0,97.0,79.63131133422463,4.2,4.12,3.32,4.18,4.39,22K405,MIDWOOD HIGH SCHOOL
55.0,94.0,85.77911931550145,3.28,3.53,3.25,3.76,3.55,22K425,JAMES MADISON HIGH SCHOOL
25.0,100.0,92.0,3.71,3.84,3.26,4.33,3.94,22K535,LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES
84.0,100.0,90.0,3.77,3.93,3.71,4.4,4.08,22K555,BROOKLYN COLLEGE ACADEMY
57.0,78.0,99.0,3.65,3.75,2.77,3.49,3.41,22K611,ORIGINS HIGH SCHOOL
68.0,100.0,99.0,2.69,3.04,2.73,3.43,4.0,22K630,PROFESSIONAL PATHWAYS HIGH SCHOOL
88.0,93.0,95.01248403017331,4.02,4.79,3.76,4.49,4.41,22K889,P.S. 889
57.0,92.0,77.0,3.56,3.37,3.49,3.66,3.8,22K890,M.S. 890
48.0,83.0,54.0,4.04,4.72,3.73,4.51,4.36,23K041,P.S. 041 FRANCIS WHITE
28.0,96.0,75.0,3.71,1.8,4.72,3.12,2.29,23K137,P.S./I.S. 137 RACHEL JEAN MITCHELL
88.0,100.0,94.0,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,4.63,23K150,P.S. 150 CHRISTOPHER
66.0,100.0,83.0,2.71,2.82,3.62,3.43,3.22,23K155,P.S./ I.S. 155 NICHOLAS HERKIMER
61.0,74.0,93.0,3.88,4.63,3.79,4.06,4.05,23K156,P.S. 156 WAVERLY
37.0,95.0,74.0,3.24,2.97,2.56,3.29,3.87,23K165,P.S. 165 IDA POSNER
68.0,93.0,99.0,3.92,2.75,3.85,2.64,3.37,23K178,P.S. 178 SAINT CLAIR MCKELWAY
81.0,94.0,93.66276526730528,3.83,4.39,3.69,4.01,4.16,23K184,P.S. 184 NEWPORT
95.0,93.0,102.33107178226001,4.36,3.92,4.73,4.23,3.48,23K284,"THE GREGORY JOCKO JACKSON SCHOOL OF SPORTS, ART, AND TECHNOLOGY"
80.0,92.0,96.7412447672555,3.4,3.69,3.9,3.59,3.21,23K298,P.S. 298 DR. BETTY SHABAZZ
87.0,84.0,98.81015961352215,2.75,2.94,3.24,3.3,2.9,23K323,P.S./I.S. 323
100.0,95.0,103.9956323939854,3.47,3.57,4.3,4.15,3.41,23K327,P.S. 327 DR. ROSE B. ENGLISH
96.0,84.0,99.39200753746152,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,3.96,23K363,BROWNSVILLE COLLABORATIVE MIDDLE SCHOOL
90.0,95.0,96.67061773798162,3.8,4.3,4.06,4.49,4.45,23K392,I.S. 392
55.0,80.0,95.0,3.5,3.53,3.58,3.76,3.75,23K401,CHRISTOPHER AVENUE COMMUNITY SCHOOL
71.0,73.0,98.0,2.74,3.46,3.13,3.76,2.83,23K446,RIVERDALE AVENUE COMMUNITY SCHOOL
39.0,56.0,96.0,3.61,3.87,4.22,3.5,3.35,23K493,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL
82.0,95.0,94.12114095576545,3.7,3.75,3.65,4.01,4.24,23K514,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL
74.0,98.0,93.37552764120387,4.67,4.34,4.92,4.15,4.29,23K518,KAPPA V (KNOWLEDGE AND POWER PREPARATORY ACADEMY)
75.0,47.0,96.0,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,3.52,23K522,MOTT HALL IV
67.0,90.0,93.0,3.72,3.24,3.73,2.66,3.61,23K599,BROOKLYN LANDMARK ELEMENTARY SCHOOL
83.0,95.0,94.02608069320678,3.72,3.84,3.53,4.32,4.21,23K643,BROOKLYN DEMOCRACY ACADEMY
38.0,75.0,91.0,4.79,4.17,3.58,4.49,4.14,23K644,EAGLE ACADEMY FOR YOUNG MEN II
77.0,77.0,91.69439762797776,3.54,3.56,3.55,4.23,3.92,23K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL
89.0,92.0,97.99454823044627,3.87,3.86,4.14,4.06,3.96,23K664,BROOKLYN ENVIRONMENTAL EXPLORATION SCHOOL (BEES)
80.0,84.0,93.98583258629527,3.78,3.66,3.98,3.76,4.07,23K668,RIVERDALE AVENUE MIDDLE SCHOOL
62.0,100.0,97.0,3.7,3.69,3.95,3.72,4.04,23K671,MOTT HALL BRIDGES ACADEMY
100.0,83.0,103.56832478599097,3.43,3.51,4.63,4.01,3.59,23K697,TEACHERS PREPARATORY HIGH SCHOOL
91.0,98.0,90.0,4.04,4.14,4.15,4.4,4.24,24Q005,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL
69.0,96.0,96.0,4.1,4.25,4.14,3.13,2.83,24Q007,P.S. 007 LOUIS F. SIMEONE
53.0,95.0,98.0,4.39,4.45,4.75,3.36,3.78,24Q012,P.S. 012 JAMES B. COLGATE
100.0,84.0,98.0,3.74,3.47,4.29,4.06,3.68,24Q013,P.S. 013 CLEMENT C. MOORE
81.0,97.0,95.17209196686657,2.66,3.35,2.93,3.38,3.51,24Q014,P.S. 014 FAIRVIEW
66.0,82.0,100.0,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,3.79,24Q016,P.S. Q016 THE NANCY DEBENEDITTIS SCHOOL
59.0,100.0,88.32829615673305,3.98,3.82,4.54,4.23,4.07,24Q019,P.S. 019 MARINO JEANTET
91.0,98.0,99.45958920014891,3.16,3.46,3.25,4.06,3.23,24Q028,P.S. 28 - THE THOMAS EMANUEL EARLY CHILDHOOD CENTER
62.0,92.0,89.27230186600777,4.13,3.37,4.26,4.15,3.75,24Q049,P.S. 049 DOROTHY BONAWIT KOLE
94.0,100.0,87.0,4.02,4.09,3.71,3.77,4.32,24Q058,P.S. 58 - THE SCHOOL OF HEROES
56.0,96.0,84.76756073739872,3.26,3.84,3.74,4.1,4.41,24Q061,I.S. 061 LEONARDO DA VINCI
98.0,100.0,96.0,4.59,4.29,4.06,4.0,4.04,24Q068,P.S. 068 CAMBRIDGE
16.0,100.0,89.0,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,1.52,24Q071,P.S. 071 FOREST
72.0,89.0,91.73341195794312,3.84,4.29,4.72,4.57,4.24,24Q073,I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL
64.0,94.0,86.0,4.53,3.4,3.94,3.2,3.75,24Q077,I.S. 077
53.0,70.0,96.0,4.42,3.93,4.11,4.5,4.27,24Q081,P.S. 81Q JEAN PAUL RICHTER
30.0,86.0,73.0,3.89,3.48,4.9,3.46,4.05,24Q087,P.S./I.S. 087 MIDDLE VILLAGE
91.0,64.0,98.24832140714152,4.04,2.58,3.84,3.98,3.36,24Q088,P.S. 088 SENECA
100.0,68.0,100.28784350884413,3.74,3.52,3.28,3.84,3.37,24Q089,P.S. 089 ELMHURST
80.0,97.0,100.0,3.85,3.6,3.56,3.54,3.83,24Q091,P.S. 091 RICHARD ARKWRIGHT
67.0,98.0,88.70025534144892,3.72,3.36,3.01,3.67,3.99,24Q102,P.S. 102 BAYVIEW
87.0,100.0,96.75240628711542,3.96,4.34,4.44,4.32,4.47,24Q110,P.S. 110
32.0,87.0,78.0,3.51,4.11,3.37,3.76,4.13,24Q113,P.S./I.S. 113 ANTHONY J. PRANZO
56.0,85.0,63.0,4.54,4.57,4.89,4.64,4.95,24Q119,I.S. 119 THE GLENDALE
19.0,44.0,65.0,3.06,3.22,2.41,2.34,2.97,24Q125,I.S. 125 THOM J. MCCANN WOODSIDE
22.0,82.0,81.0,3.55,3.51,3.62,3.9,3.67,24Q128,"P.S. 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMENTARY SCHOOL"
62.0,100.0,89.0,4.52,4.17,4.1,4.66,4.57,24Q143,P.S. 143 LOUIS ARMSTRONG
63.0,87.0,94.0,4.64,4.24,4.01,4.34,4.11,24Q153,P.S. 153 MASPETH ELEM
50.0,83.0,86.0,3.8,3.51,3.52,2.87,3.62,24Q199,P.S. 199 MAURICE A. FITZGERALD
59.0,81.0,85.0,4.37,3.56,4.77,3.09,3.21,24Q211,ELM TREE ELEMENTARY SCHOOL
20.0,87.0,88.0,3.16,3.5,3.16,3.43,3.44,24Q229,P.S. 229 EMANUEL KAPLAN
27.0,85.0,89.0,3.97,3.89,3.96,3.23,3.85,24Q236,INTERNATIONAL HIGH SCHOOL FOR HEALTH SCIENCES
19.0,100.0,42.0,3.72,3.99,4.02,3.9,4.25,24Q239,P.S. 239
64.0,96.0,87.85578803239784,3.55,3.89,3.55,3.98,4.14,24Q264,ACADEMY OF FINANCE AND ENTERPRISE
100.0,98.0,104.5368752425064,3.8,2.47,4.57,4.06,3.68,24Q267,HIGH SCHOOL OF APPLIED COMMUNICATION
